"","period","dias_rest","Comuns","Cs","CUP","ERC","Junts","PDeCAT","PP","PSC","Vox","Comuns.Enc","Cs.Enc","CUP.Enc","ERC.Enc","Junts.Enc","PP.Enc","PSC.Enc","Vox.Enc","PDeCAT.Enc"
"1103",2021-01-16,29,7.3,10.8,5.4,21.5,19.3,1.6,6.2,20.1,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104",2021-01-17,28,7.3,10.8,5.4,21.4,19.3,1.5,6.2,20.2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105",2021-01-18,27,7.3,10.8,5.4,21.4,19.2,1.5,6.2,20.3,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106",2021-01-19,26,7.3,10.8,5.4,21.3,19.2,1.5,6.1,20.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107",2021-01-20,25,7.3,10.8,5.4,21.3,19.2,1.5,6.1,20.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108",2021-01-21,24,7.3,10.8,5.4,21.2,19.2,1.6,6.1,20.6,5.5,6.5,9.6,6.2,22,20.7,7,19.6,4.8,2.3
"1109",2021-01-22,23,7.3,10.8,5.4,21.2,19.2,1.6,6.1,20.7,5.5,6.7,10.4,4.7,22,19.8,6.1,21.4,5.3,1.4
"1110",2021-01-22,23,7.3,10.8,5.4,21.2,19.2,1.6,6.1,20.7,5.5,7.2,11.2,4.9,19.3,19.7,5.8,21.5,5.8,NA
"1111",2021-01-22,23,7.3,10.8,5.4,21.2,19.2,1.6,6.1,20.7,5.5,7.3,11.1,6.1,20.5,19.2,6.7,18.7,6,1.6
"1112",2021-01-23,22,7.3,10.7,5.4,21.1,19.1,1.6,6.1,20.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113",2021-01-24,21,7.3,10.7,5.4,21,19.1,1.6,6.1,20.8,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114",2021-01-25,20,7.3,10.7,5.4,21,19.1,1.6,6.1,20.9,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115",2021-01-26,19,7.3,10.7,5.4,20.9,19.1,1.6,6.1,21,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116",2021-01-27,18,7.3,10.7,5.4,20.9,19,1.6,6,21.1,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117",2021-01-28,17,7.2,10.6,5.4,20.8,19,1.5,6,21.2,5.5,6.3,9,5.3,19.8,19.1,6.3,24,5.2,1.1
"1118",2021-01-29,16,7.2,10.6,5.4,20.8,19,1.5,6,21.4,5.5,6.7,10.5,4.8,21.5,19.6,6,21.6,5.2,1.2
"1119",2021-01-30,15,7.2,10.6,5.4,20.7,19,1.5,6,21.5,5.5,6.9,10.8,5.8,21.2,19.6,6.7,19.6,5.6,NA
"1120",2021-01-31,14,7.2,10.6,5.4,20.7,18.9,1.5,6,21.6,5.5,7.3,10.3,5.3,21.2,20.7,5.6,22.5,5.1,NA
"1121",2021-01-31,14,7.2,10.6,5.4,20.7,18.9,1.5,6,21.6,5.5,7.3,11,5.6,19.4,20.4,5.5,20.3,6,NA
"1122",2021-02-01,13,7.2,10.6,5.4,20.6,18.9,1.5,6,21.7,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123",2021-02-02,12,7.2,10.5,5.4,20.6,18.9,1.5,6,21.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",2021-02-03,11,7.2,10.5,5.4,20.5,18.8,1.5,6,21.9,5.6,8.9,7.9,6.8,19.9,14.6,5.8,23.7,6.9,1.5
"1125",2021-02-04,10,7.2,10.5,5.4,20.5,18.8,1.5,5.9,22,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
