"","fecha","dias_rest","ERC","Junts","PDeCAT","CUP","UP_Conf","PSC","PP","Cs","Vox","Indepe","Indepe_plus","No_Indepe","No_Indpe_plus","Izq","Izq_plus","Dch","Dch_plus"
"1",2021-01-04,41,22.7,19.7,1.9,5.4,7.6,18.3,6.4,11.1,5,47.9,49.8,40.8,48.4,48.4,54,22.5,44.2
